music_name,load_arr,sample_rate,genre
classical.00000.wav,"[-0.01926671 -0.02469445 -0.01804996 ...  0.03510522  0.0300073
  0.01493309]",45600,classical
classical.00001.wav,"[-0.01084491 -0.01118862 -0.00283685 ... -0.04487415 -0.0375772
 -0.01858113]",45600,classical
classical.00002.wav,"[-0.03914433 -0.06430344 -0.0772168  ... -0.03795689 -0.02810381
 -0.01309768]",45600,classical
classical.00003.wav,"[-0.00806752 -0.01483908 -0.02196826 ... -0.00653919 -0.00616142
 -0.00315568]",45600,classical
classical.00004.wav,"[-0.01041346 -0.01672453 -0.01977608 ... -0.11337728 -0.08776528
 -0.0412637 ]",45600,classical
classical.00005.wav,"[-0.02378602 -0.03826939 -0.04407433 ... -0.00147603 -0.00146585
 -0.00080233]",45600,classical
classical.00006.wav,"[-0.01470489 -0.02303539 -0.02460799 ... -0.00671792 -0.00587882
 -0.00297258]",45600,classical
classical.00007.wav,"[-0.0663861  -0.09851682 -0.10122391 ...  0.1962055   0.15680936
  0.0753382 ]",45600,classical
classical.00008.wav,[0.01480777 0.02148519 0.02096182 ... 0.05317529 0.03519576 0.01463499],45600,classical
classical.00009.wav,"[ 0.01402582  0.0207124   0.02092461 ... -0.03998464 -0.03339526
 -0.0165402 ]",45600,classical
classical.00010.wav,[0.0128632  0.02216834 0.02824453 ... 0.072212   0.06050731 0.0297864 ],45600,classical
classical.00011.wav,[0.01592919 0.02635686 0.03249335 ... 0.00140704 0.0018522  0.00112641],45600,classical
classical.00012.wav,"[-0.03204885 -0.04436812 -0.04077286 ...  0.00372891  0.00387732
  0.00208936]",45600,classical
classical.00013.wav,"[-0.00499288 -0.00736702 -0.00727199 ... -0.0094639  -0.0107407
 -0.00599483]",45600,classical
classical.00014.wav,"[-0.0262464  -0.04838792 -0.06222611 ...  0.03732849  0.02939716
  0.01395886]",45600,classical
classical.00015.wav,[0.00109543 0.00194238 0.00257646 ... 0.01292457 0.01018497 0.00486687],45600,classical
classical.00016.wav,"[-0.00193903 -0.0028947  -0.003044   ... -0.01998111 -0.0185398
 -0.00964729]",45600,classical
classical.00017.wav,"[-0.02275977 -0.03423945 -0.03607425 ... -0.00872386 -0.00811369
 -0.00422395]",45600,classical
classical.00018.wav,[0.00726124 0.01085342 0.01141082 ... 0.00916742 0.00691133 0.00318899],45600,classical
classical.00019.wav,"[-0.00056668 -0.00114465 -0.00169778 ... -0.0031059  -0.00277724
 -0.00146498]",45600,classical
classical.00020.wav,"[-0.04984925 -0.07042331 -0.06693439 ...  0.05722297  0.03986438
  0.01746748]",45600,classical
classical.00021.wav,"[ 0.01845219  0.019677    0.00669135 ... -0.15922846 -0.13170771
 -0.06447003]",45600,classical
classical.00022.wav,"[-0.00907832 -0.01025133 -0.00540893 ... -0.05034328 -0.03945183
 -0.01876283]",45600,classical
classical.00023.wav,"[-0.00680329 -0.00962907 -0.00920182 ...  0.04908252  0.04582008
  0.02389417]",45600,classical
classical.00024.wav,"[-0.03649636 -0.059568   -0.07136295 ... -0.00785423 -0.01023783
 -0.00592488]",45600,classical
classical.00025.wav,[0.00925839 0.01539212 0.01842983 ... 0.05206319 0.04585275 0.02341139],45600,classical
classical.00026.wav,"[-0.07686336 -0.10604751 -0.09444556 ... -0.06876735 -0.0556301
 -0.02714972]",45600,classical
classical.00027.wav,[0.00682705 0.01057064 0.01181364 ... 0.01460579 0.0116201  0.0055625 ],45600,classical
classical.00028.wav,"[-0.01858757 -0.03324119 -0.04527787 ...  0.0345039   0.03569432
  0.0195775 ]",45600,classical
classical.00029.wav,"[ 0.00669968  0.0089102   0.00734261 ... -0.20991904 -0.18233472
 -0.09156126]",45600,classical
classical.00030.wav,"[-0.00388753 -0.00684985 -0.00855771 ...  0.01104146  0.00893691
  0.00432412]",45600,classical
classical.00031.wav,"[-0.05156707 -0.07830034 -0.08408782 ... -0.02003264 -0.01707574
 -0.00851205]",45600,classical
classical.00032.wav,"[ 0.00076845  0.00134457  0.00171543 ... -0.00499965 -0.00405869
 -0.00196839]",45600,classical
classical.00033.wav,"[-0.00422784 -0.00627998 -0.00660378 ... -0.0102866  -0.00883082
 -0.00440945]",45600,classical
classical.00034.wav,"[ 0.01526289  0.02521784  0.03050275 ... -0.03585668 -0.02872887
 -0.01385181]",45600,classical
classical.00035.wav,[0.00896395 0.01348585 0.01432906 ... 0.01875843 0.01658625 0.00845783],45600,classical
classical.00036.wav,"[ 0.00165284  0.00310457  0.00388507 ... -0.00103756 -0.00087965
 -0.00043042]",45600,classical
classical.00037.wav,[0.10184243 0.14364848 0.13119672 ... 0.00192774 0.00181679 0.00095123],45600,classical
classical.00038.wav,"[-0.07482682 -0.11324339 -0.12054673 ... -0.14121628 -0.12299377
 -0.06209775]",45600,classical
classical.00039.wav,"[-0.02211106 -0.03134157 -0.02999654 ...  0.00258464  0.00159863
  0.0005872 ]",45600,classical
classical.00040.wav,"[ 0.00544103  0.00804971  0.00817984 ... -0.00549722 -0.00434935
 -0.0020774 ]",45600,classical
classical.00041.wav,"[-0.00637919 -0.0093052  -0.00920738 ...  0.00139036  0.00113713
  0.00058926]",45600,classical
classical.00042.wav,"[-0.01602424 -0.00732581  0.01449689 ... -0.09548987 -0.06847733
  0.        ]",45600,classical
classical.00043.wav,"[5.3144220e-02 6.2938213e-02 4.9554639e-02 ... 1.0430148e-09 9.6827857e-10
 2.6812135e-09]",45600,classical
classical.00044.wav,[0.01215335 0.01416813 0.01110902 ... 0.0009538  0.00184503 0.00129911],45600,classical
classical.00045.wav,"[-0.05918355 -0.06950492 -0.05550605 ...  0.16760233  0.09169674
  0.        ]",45600,classical
classical.00046.wav,[0.06612936 0.08200203 0.06721747 ... 0.02149055 0.01858364 0.00787977],45600,classical
classical.00047.wav,"[ 0.00739381  0.00898064  0.00742389 ... -0.01189363 -0.00966946
 -0.00474995]",45600,classical
classical.00048.wav,"[-0.21230951 -0.24595785 -0.18010855 ...  0.05868716  0.03311303
  0.        ]",45600,classical
classical.00049.wav,"[-0.11063446 -0.15531054 -0.15299824 ... -0.06951456 -0.05369101
 -0.02199668]",45600,classical
classical.00050.wav,[0.00281965 0.00259183 0.0014593  ... 0.01618489 0.01366561 0.00691484],45600,classical
classical.00051.wav,"[-0.00198388 -0.00256932 -0.0021671  ... -0.05414014 -0.03024582
  0.        ]",45600,classical
classical.00052.wav,"[-0.06231943 -0.09443454 -0.10629737 ...  0.0012335   0.00106137
  0.00052526]",45600,classical
classical.00053.wav,"[-0.19515274 -0.22396171 -0.16789816 ... -0.01300944 -0.00860833
  0.        ]",45600,classical
classical.00054.wav,"[-0.15756816 -0.23880088 -0.2485072  ...  0.          0.
  0.        ]",45600,classical
classical.00055.wav,"[ 0.0073475   0.00800103  0.00552613 ... -0.0212138  -0.01551653
 -0.00716224]",45600,classical
classical.00056.wav,"[ 0.04797739  0.05475152  0.04716265 ... -0.13385513 -0.09472184
  0.        ]",45600,classical
classical.00057.wav,"[-0.0123856  -0.01552034 -0.01385638 ...  0.02394071  0.02000043
  0.0097481 ]",45600,classical
classical.00058.wav,"[ 0.00123282  0.00256321  0.00531754 ... -0.00604827 -0.00095138
  0.00077579]",45600,classical
classical.00059.wav,"[-0.02025692 -0.02885372 -0.03121431 ...  0.01878854  0.0139568
  0.00644974]",45600,classical
classical.00060.wav,"[-0.02798592 -0.03045874 -0.02311629 ...  0.08287507  0.05486189
  0.02034926]",45600,classical
classical.00061.wav,"[-0.01636377 -0.02007285 -0.01732023 ... -0.04895971 -0.03922469
 -0.01959774]",45600,classical
classical.00062.wav,[0.02368679 0.02395202 0.01174875 ... 0.01565985 0.01356027 0.00699777],45600,classical
classical.00063.wav,"[-0.00507072 -0.00658214 -0.00628122 ... -0.00911841 -0.00774371
 -0.00392693]",45600,classical
classical.00064.wav,"[ 0.00617495  0.00764134  0.00673356 ... -0.01159274 -0.00972126
 -0.00487571]",45600,classical
classical.00065.wav,"[ 0.00124091  0.00151899  0.00129928 ... -0.0865127  -0.07185714
 -0.03588309]",45600,classical
classical.00066.wav,"[ 0.00925434  0.0112153   0.00924417 ... -0.20123182 -0.16827808
 -0.08462949]",45600,classical
classical.00067.wav,"[-0.00103682 -0.00124497 -0.00105281 ... -0.00165009  0.00514596
  0.00447997]",45600,classical
classical.00068.wav,[0.01029665 0.02030021 0.0312414  ... 0.02013669 0.01727235 0.00898523],45600,classical
classical.00069.wav,"[ 0.04202402  0.04992379  0.03982342 ... -0.01047277 -0.00872765
 -0.00438798]",45600,classical
classical.00070.wav,"[-0.01715914 -0.0226843  -0.02152956 ...  0.06974716  0.05847197
  0.02938758]",45600,classical
classical.00071.wav,[0.00093185 0.00403525 0.00783409 ... 0.01509125 0.0132314  0.00694035],45600,classical
classical.00072.wav,[0.02949935 0.03426899 0.02731318 ... 0.00887015 0.00665072 0.00315452],45600,classical
classical.00073.wav,[0.00552521 0.00517022 0.00265035 ... 0.02525687 0.02265318 0.01173326],45600,classical
classical.00074.wav,[0.02249046 0.03007289 0.02854627 ... 0.0103853  0.01287236 0.00729328],45600,classical
classical.00075.wav,"[-0.00037117 -0.0013478  -0.00276265 ...  0.00685408  0.00509029
  0.00237125]",45600,classical
classical.00076.wav,[0.00995608 0.01336711 0.01323269 ... 0.0159907  0.01390848 0.00712595],45600,classical
classical.00077.wav,"[ 0.00562958  0.00601544  0.00369029 ... -0.00991403 -0.00866095
 -0.00446347]",45600,classical
classical.00078.wav,"[ 0.00159622  0.00232914  0.00261067 ... -0.00272035 -0.00233188
 -0.0011883 ]",45600,classical
classical.00079.wav,"[-0.01679178 -0.02037131 -0.01703634 ... -0.00623358 -0.00524497
 -0.00264734]",45600,classical
classical.00080.wav,"[-0.03817227 -0.04708431 -0.04094853 ...  0.01153448  0.00913567
  0.00445198]",45600,classical
classical.00081.wav,"[-0.03142783 -0.03619905 -0.02662739 ... -0.02047138 -0.02175664
 -0.01219008]",45600,classical
classical.00082.wav,"[-0.00891134 -0.01039834 -0.00805438 ... -0.01407258 -0.0146232
 -0.00778201]",45600,classical
classical.00083.wav,"[ 0.02476861  0.02945595  0.0235605  ...  0.00067666 -0.00178175
 -0.00158072]",45600,classical
classical.00084.wav,"[-0.03734265 -0.04505247 -0.03723265 ...  0.00299206  0.01118599
  0.00822895]",45600,classical
classical.00085.wav,"[-0.0008921   0.00017991  0.00213287 ... -0.01015901 -0.00674131
 -0.00265028]",45600,classical
classical.00086.wav,"[-0.01323694 -0.01645137 -0.01500702 ... -0.00386624 -0.00221983
 -0.00088653]",45600,classical
classical.00087.wav,[0.01018934 0.01403934 0.01448288 ... 0.08539852 0.06735691 0.03268325],45600,classical
classical.00088.wav,"[-0.00736544 -0.00911137 -0.00799468 ... -0.03350918 -0.04389487
 -0.02829862]",45600,classical
classical.00089.wav,"[-0.02779905 -0.0329782  -0.01986319 ...  0.01093597  0.0083762
  0.00381271]",45600,classical
classical.00090.wav,[0.02724873 0.03017505 0.01447807 ... 0.00460519 0.00472643 0.00256711],45600,classical
classical.00091.wav,"[-0.00024266  0.00543737  0.01527497 ... -0.03886634 -0.02384488
 -0.00995772]",45600,classical
classical.00092.wav,"[ 0.02546629  0.04078649  0.04762898 ... -0.14197318 -0.10565314
 -0.04792126]",45600,classical
