music_name,load_arr,sample_rate,genre
jazz.00000.wav,"[-0.00872555 -0.01173159 -0.0118436  ...  0.00627601  0.00534628
  0.00274869]",45600,jazz
jazz.00001.wav,[0.00232337 0.00399793 0.00538509 ... 0.00181577 0.001146   0.00048374],45600,jazz
jazz.00002.wav,[0.00323634 0.00480567 0.0049111  ... 0.04888666 0.03638076 0.01668417],45600,jazz
jazz.00003.wav,"[ 0.0284978   0.04408002  0.04795082 ... -0.02824853 -0.02271542
 -0.01096641]",45600,jazz
jazz.00004.wav,[0.11812964 0.19241765 0.22254337 ... 0.05744279 0.05312678 0.02760162],45600,jazz
jazz.00005.wav,"[ 0.06469111  0.11808608  0.16131313 ... -0.00865651 -0.00693275
 -0.0032036 ]",45600,jazz
jazz.00006.wav,[0.08047654 0.1271891  0.14483772 ... 0.00452017 0.003532   0.00168725],45600,jazz
jazz.00007.wav,"[-0.02279522 -0.03337405 -0.03355103 ... -0.03489538 -0.01672636
 -0.00494364]",45600,jazz
jazz.00008.wav,[0.05472963 0.07889026 0.07603727 ... 0.03238928 0.02433715 0.01131536],45600,jazz
jazz.00009.wav,"[ 0.0818813   0.12593274  0.14144164 ... -0.0310969  -0.02750392
 -0.01401031]",45600,jazz
jazz.00010.wav,"[ 0.00794358  0.0111071   0.01035836 ... -0.03001194 -0.02691505
 -0.01373785]",45600,jazz
jazz.00011.wav,[0.08762535 0.13353774 0.13878834 ... 0.19129997 0.15426868 0.07457718],45600,jazz
jazz.00012.wav,"[-0.05919825 -0.08902664 -0.09394395 ...  0.09777665  0.08944958
  0.04602582]",45600,jazz
jazz.00013.wav,[0.02469136 0.03890924 0.04355241 ... 0.13887443 0.11755683 0.05830212],45600,jazz
jazz.00014.wav,"[-0.14990482 -0.22048564 -0.21355696 ... -0.06755943 -0.05670039
 -0.02805593]",45600,jazz
jazz.00015.wav,[0.02075668 0.03469955 0.04216812 ... 0.0131603  0.0134374  0.00742934],45600,jazz
jazz.00016.wav,"[-0.01373182 -0.02756953 -0.03816622 ...  0.01079462  0.00899762
  0.00443702]",45600,jazz
jazz.00017.wav,"[-0.01663139 -0.02273156 -0.02102323 ... -0.12042908 -0.09700403
 -0.04669067]",45600,jazz
jazz.00018.wav,"[ 0.00024428  0.00752342  0.01819232 ...  0.02520441  0.00402895
 -0.00266415]",45600,jazz
jazz.00019.wav,"[-0.00833973 -0.01106977 -0.00940978 ... -0.00096441 -0.00288133
 -0.00196252]",45600,jazz
jazz.00020.wav,"[ 0.00639642  0.01003842  0.01118745 ... -0.02617825 -0.02117151
 -0.01026277]",45600,jazz
jazz.00021.wav,"[-0.00058791  0.00060039  0.00651799 ... -0.00643446 -0.0117433
 -0.00680941]",45600,jazz
jazz.00022.wav,"[-0.01575894 -0.02305276 -0.02287858 ...  0.07858466  0.06421712
  0.03115658]",45600,jazz
jazz.00023.wav,"[-0.00935573 -0.01208642 -0.00950334 ... -0.07637537 -0.06226756
 -0.02924791]",45600,jazz
jazz.00024.wav,"[-0.03106493 -0.05040629 -0.0571996  ... -0.02384652 -0.0215822
 -0.01122277]",45600,jazz
jazz.00025.wav,"[ 0.01927835  0.02210478  0.01390463 ... -0.01269914 -0.00897534
 -0.00409052]",45600,jazz
jazz.00026.wav,[0.00189934 0.00234115 0.00150746 ... 0.04051633 0.03306567 0.01610452],45600,jazz
jazz.00027.wav,[0.01594104 0.02527905 0.02897884 ... 0.00807938 0.01180503 0.00723952],45600,jazz
jazz.00028.wav,"[-0.021045   -0.03188216 -0.0357651  ...  0.04345736  0.03750382
  0.01898545]",45600,jazz
jazz.00029.wav,"[-0.01489339 -0.02507559 -0.02936523 ... -0.00354839 -0.0043506
 -0.00328352]",45600,jazz
jazz.00030.wav,[0.0439183  0.06253658 0.05991699 ... 0.00095812 0.00120573 0.00073581],45600,jazz
jazz.00031.wav,"[-0.02117138 -0.0338783  -0.03878677 ... -0.03982901 -0.03132216
 -0.01488151]",45600,jazz
jazz.00032.wav,"[ 0.00112389  0.00149496  0.000751   ... -0.04916751 -0.03988693
 -0.01940863]",45600,jazz
jazz.00033.wav,"[-0.02724133 -0.04140714 -0.03805056 ...  0.10403831  0.08500813
  0.04136585]",45600,jazz
jazz.00034.wav,"[ 0.03900247  0.06033109  0.06962906 ... -0.19436891 -0.15620926
 -0.07489208]",45600,jazz
jazz.00035.wav,"[-0.03285669 -0.04760641 -0.04676384 ... -0.02318682 -0.01881358
 -0.00907726]",45600,jazz
jazz.00036.wav,[0.04910803 0.07259602 0.07407562 ... 0.00179075 0.00209007 0.00116964],45600,jazz
jazz.00037.wav,"[ 0.04798117  0.05970217  0.04455688 ... -0.2508335  -0.20538534
 -0.10016847]",45600,jazz
jazz.00038.wav,"[-0.20264763 -0.3252122  -0.37721032 ...  0.01333966  0.0058448
  0.00136271]",45600,jazz
jazz.00039.wav,"[-0.03888077 -0.05170016 -0.04616732 ... -0.0563819  -0.04592061
 -0.02228382]",45600,jazz
jazz.00040.wav,"[-0.04894698 -0.06650656 -0.05935211 ... -0.1251156  -0.10310996
 -0.05049413]",45600,jazz
jazz.00041.wav,"[-0.01965595 -0.03629856 -0.05075423 ...  0.02010498  0.01737039
  0.00872079]",45600,jazz
jazz.00042.wav,"[ 0.04220308  0.06214466  0.06272394 ... -0.16663209 -0.13789845
 -0.06754054]",45600,jazz
jazz.00043.wav,"[-0.02491554 -0.04815915 -0.07003661 ... -0.17923778 -0.15538956
 -0.07382239]",45600,jazz
jazz.00044.wav,"[-0.08069166 -0.1210508  -0.12702426 ...  0.01502946  0.00229005
 -0.00164345]",45600,jazz
jazz.00045.wav,"[-0.10623343 -0.16638668 -0.18638887 ... -0.03713294 -0.02946077
 -0.01407524]",45600,jazz
jazz.00046.wav,"[-0.04122245 -0.06149586 -0.06440782 ... -0.00638963 -0.00569524
 -0.00282172]",45600,jazz
jazz.00047.wav,"[-0.00600687 -0.00865496 -0.00889437 ... -0.2377118  -0.19574566
 -0.09584009]",45600,jazz
jazz.00048.wav,"[-0.0195715  -0.03269484 -0.0394823  ...  0.11341188  0.08906528
  0.04272986]",45600,jazz
jazz.00049.wav,"[-0.00788792 -0.00973525 -0.00860809 ... -0.06298237 -0.05294457
 -0.02495677]",45600,jazz
jazz.00050.wav,"[-0.13032897 -0.14953262 -0.09642296 ...  0.2563543   0.1801036
  0.0584207 ]",45600,jazz
jazz.00051.wav,"[-0.0336205  -0.0451093  -0.0364773  ...  0.10137045  0.0849707
  0.04271261]",45600,jazz
jazz.00052.wav,"[-0.00258476 -0.01607589 -0.03315362 ...  0.38916582  0.2060287
  0.        ]",45600,jazz
jazz.00053.wav,"[ 0.05821357  0.07071196  0.06439095 ... -0.19065647 -0.15798329
 -0.07863062]",45600,jazz
jazz.00054.wav,"[ 0.21352413  0.25616634  0.21238363 ... -0.08070734 -0.06314772
 -0.02496561]",45600,jazz
jazz.00055.wav,"[-0.04707028 -0.05535588 -0.04309315 ... -0.02291958 -0.01932829
 -0.0097442 ]",45600,jazz
jazz.00056.wav,"[-0.03510294 -0.05060401 -0.04160707 ...  0.05027202  0.04183713
  0.        ]",45600,jazz
jazz.00057.wav,"[ 0.03326198  0.04199715  0.03767842 ... -0.0194208  -0.01834892
 -0.00969178]",45600,jazz
jazz.00058.wav,[0.06956884 0.08351573 0.06856401 ... 0.00207355 0.00278244 0.00179078],45600,jazz
jazz.00059.wav,"[-0.04768422 -0.01938351  0.04231775 ...  0.0728974   0.04089078
  0.        ]",45600,jazz
jazz.00060.wav,"[ 0.07806545  0.07347235  0.03399056 ... -0.24390225 -0.20434722
 -0.10295082]",45600,jazz
jazz.00061.wav,[0.15605445 0.19070606 0.16977282 ... 0.4387805  0.34745038 0.1641427 ],45600,jazz
jazz.00062.wav,"[-0.267624   -0.36275437 -0.36168045 ...  0.01299947  0.00575094
  0.00125069]",45600,jazz
jazz.00063.wav,"[-0.0555352  -0.06340884 -0.0685836  ...  0.04548     0.0404267
  0.01576508]",45600,jazz
jazz.00064.wav,"[ 0.20903192  0.19685997  0.06220932 ... -0.45138448 -0.32996202
 -0.12215792]",45600,jazz
jazz.00065.wav,"[-0.05934819 -0.06216001 -0.03997686 ... -0.05507883 -0.04621197
 -0.02326341]",45600,jazz
jazz.00066.wav,"[ 0.08196014  0.06123667  0.00454325 ... -0.08606625 -0.08156668
 -0.03873122]",45600,jazz
jazz.00067.wav,"[-0.07240789 -0.07891762 -0.05259391 ... -0.12133412 -0.1028876
 -0.05232208]",45600,jazz
jazz.00068.wav,"[ 0.05950707  0.07123373  0.05768028 ... -0.16216254 -0.13779762
 -0.06982619]",45600,jazz
jazz.00069.wav,"[-0.02887867 -0.05051002 -0.06885581 ... -0.20008352 -0.09412333
  0.00611639]",45600,jazz
jazz.00070.wav,"[-0.11269223 -0.1384136  -0.11844999 ...  0.01589965  0.00323184
 -0.00122686]",45600,jazz
jazz.00071.wav,"[-0.14471407 -0.18713965 -0.17573352 ... -0.03677757 -0.03020121
 -0.01497115]",45600,jazz
jazz.00072.wav,"[-0.05879946 -0.07052629 -0.05917768 ... -0.00674452 -0.00619842
 -0.00312986]",45600,jazz
jazz.00073.wav,"[-0.07304131 -0.10493104 -0.10582647 ...  0.03780358  0.03646407
  0.02126197]",45600,jazz
jazz.00074.wav,"[-0.13308108 -0.1557669  -0.1314982  ...  0.07872712  0.07040842
  0.03790823]",45600,jazz
jazz.00075.wav,"[-0.01889799 -0.02935648 -0.02297075 ... -0.2782095  -0.21253419
 -0.09955489]",45600,jazz
jazz.00076.wav,[0.08560543 0.1035171  0.08769628 ... 0.08121123 0.06565642 0.0326785 ],45600,jazz
jazz.00077.wav,"[ 0.00400481  0.00687716  0.008118   ... -0.21162921 -0.17144263
 -0.08545659]",45600,jazz
jazz.00078.wav,"[ 0.09624757  0.12067701  0.11009248 ... -0.01414655 -0.00132659
  0.00307562]",45600,jazz
jazz.00079.wav,"[ 2.8065849e-02  2.7099565e-02  1.2397085e-02 ... -3.0151955e-03
 -5.5785367e-04 -9.4261966e-05]",45600,jazz
jazz.00080.wav,"[-0.01053288 -0.01667299 -0.01806451 ... -0.07201022 -0.05255862
 -0.02366703]",45600,jazz
jazz.00081.wav,"[ 0.04998911  0.01201611 -0.00261301 ... -0.03470729 -0.03075287
 -0.01362595]",45600,jazz
jazz.00082.wav,"[ 0.00722974  0.00139335 -0.00949638 ...  0.02001737  0.01577609
  0.00773634]",45600,jazz
jazz.00083.wav,"[-0.01907209 -0.02839128 -0.03525333 ... -0.02240973 -0.0127435
 -0.00366173]",45600,jazz
jazz.00084.wav,"[-0.03161238 -0.03621005 -0.03027107 ... -0.18892525 -0.16496018
 -0.08814023]",45600,jazz
jazz.00085.wav,[0.02083985 0.01468143 0.00277905 ... 0.07298348 0.10158747 0.06148867],45600,jazz
jazz.00086.wav,"[-0.06311969 -0.0494265  -0.01268718 ... -0.03394523 -0.03169256
 -0.01746026]",45600,jazz
jazz.00087.wav,"[ 0.02247546  0.02746832  0.02420925 ... -0.08714435 -0.05530314
 -0.02065131]",45600,jazz
jazz.00088.wav,"[-0.08552028 -0.09608997 -0.06878036 ...  0.0403125   0.03081003
  0.01498477]",45600,jazz
jazz.00089.wav,[0.01115253 0.0145744  0.01404886 ... 0.09884826 0.08312328 0.04211171],45600,jazz
jazz.00090.wav,[0.06127751 0.07498096 0.06380126 ... 0.05540984 0.04753354 0.02484791],45600,jazz
jazz.00091.wav,"[-0.00338476 -0.00377875 -0.00240739 ...  0.06078696  0.05054881
  0.02560918]",45600,jazz
jazz.00092.wav,[0.02342151 0.02854903 0.02589944 ... 0.00375428 0.02817497 0.04109063],45600,jazz
jazz.00093.wav,"[ 0.0102028   0.01264234  0.00634445 ... -0.05841092 -0.05211616
 -0.02622355]",45600,jazz
jazz.00094.wav,"[-0.03721048 -0.05435396 -0.05293741 ... -0.01518928 -0.0121464
 -0.00582534]",45600,jazz
jazz.00095.wav,"[-0.05992576 -0.08917129 -0.09181901 ...  0.06556413  0.05512331
  0.02746332]",45600,jazz
jazz.00096.wav,[0.04359162 0.06956776 0.07682476 ... 0.0614409  0.05104351 0.02512531],45600,jazz
jazz.00097.wav,"[ 0.02198579  0.03342279  0.03553601 ... -0.02174482 -0.01781719
 -0.0087069 ]",45600,jazz
jazz.00098.wav,"[-0.02995151 -0.04612    -0.0505171  ...  0.05441657  0.04743656
  0.02453982]",45600,jazz
jazz.00099.wav,"[-0.01318468 -0.0147904  -0.00808832 ... -0.04530458 -0.03612303
 -0.01739728]",45600,jazz
